Customer Id	Customer Fname	Customer Lname	Customer Segment	Customer City	Customer Country	Customer State	Customer Street	Customer Zipcode
13363	Madonna	Ingram	Consumer	Caguas	Puerto Rico	PR	9079 Dewy Deer Harbour	725
14645	Noelani	Hyde	Consumer	Caguas	Puerto Rico	PR	1284 High Apple Highlands	725
13163	Sydnee	Nolan	Consumer	Caguas	Puerto Rico	PR	9816 Grand Hills Knoll	725
14553	Willa	Potter	Consumer	Caguas	Puerto Rico	PR	5301 Blue Street	725
14287	Alma	Delgado	Consumer	Caguas	Puerto Rico	PR	7274 Middle Wynd	725
13179	Ila	Knight	Consumer	Caguas	Puerto Rico	PR	2668 Velvet Row 	725
13035	Belle	Booker	Consumer	Caguas	Puerto Rico	PR	567 Fallen Pines 	725
14322	Alyssa	Contreras	Consumer	Caguas	Puerto Rico	PR	9870 Little Hickory Loop	725
13196	Lani	Nash	Consumer	Caguas	Puerto Rico	PR	5763 Green Crossing 	725
14604	Demetria	Jarvis	Consumer	Caguas	Puerto Rico	PR	4854 Tawny Cove	725
12961	Joan	Nixon	Consumer	Caguas	Puerto Rico	PR	8297 Golden Green 	725
14676	Gay	Harper	Consumer	Caguas	Puerto Rico	PR	7293 Lazy Hill	725
14087	Audrey	Acosta	Consumer	Caguas	Puerto Rico	PR	8967 Sleepy Lane	725
13194	Riley	Jones	Consumer	Caguas	Puerto Rico	PR	6370 Emerald Row 	725
14513	Imani	Kelly	Consumer	Caguas	Puerto Rico	PR	3065 Foggy Horse Port	725
13461	Mechelle	Parker	Consumer	Caguas	Puerto Rico	PR	1393 Umber Sky Estates	725
14510	Imani	Castaneda	Consumer	Caguas	Puerto Rico	PR	5493 Burning Horse Heath	725
13190	Whitney	Henderson	Consumer	Caguas	Puerto Rico	PR	529 Blue Grove Rise	725
14508	Roanna	Martin	Consumer	Caguas	Puerto Rico	PR	4462 Little Lagoon Route	725
14472	Vivian	Hays	Consumer	Caguas	Puerto Rico	PR	9854 Jagged Impasse	725
14562	Xantha	Brock	Consumer	Caguas	Puerto Rico	PR	5336 Sleepy Sky Common	725
13206	Zia	Davis	Consumer	Caguas	Puerto Rico	PR	3836 Blue Brook Stead	725
13080	Mara	Duffy	Consumer	Caguas	Puerto Rico	PR	4896 Honey Wood 	725
14633	Sloane	Long	Consumer	Caguas	Puerto Rico	PR	4592 Grand Timber Ramp	725
14097	Winifred	Alexander	Consumer	Caguas	Puerto Rico	PR	146 Middle Terrace	725
13024	Giselle	Farrell	Consumer	Caguas	Puerto Rico	PR	3710 Little Nook 	725
778	John	Buckley	Consumer	Caguas	Puerto Rico	PR	9598 Cinder Close	725
7146	Nancy	Curry	Consumer	Caguas	Puerto Rico	PR	6998 Old Treasure Crossing	725
6365	Mary	Smith	Consumer	Caguas	Puerto Rico	PR	100 Jagged Cloud Pathway	725
8422	Wayne	Crawford	Consumer	Caguas	Puerto Rico	PR	8110 Old Place	725
8524	Ruth	Farrell	Consumer	Caguas	Puerto Rico	PR	1453 Lazy Cider Hill	725
3784	Mary	Sharp	Consumer	Caguas	Puerto Rico	PR	9221 Cotton Butterfly Terrace	725
10519	Mary	Smith	Consumer	Caguas	Puerto Rico	PR	4110 Quaking Abbey	725
7132	David	Guerra	Consumer	Caguas	Puerto Rico	PR	6574 Shady Horse Wood	725
3709	Mary	Padilla	Consumer	Caguas	Puerto Rico	PR	4555 Amber Apple Cape	725
7518	Mary	Padilla	Consumer	Oak Lawn	EE. UU.	PR	9725 Cotton Forest	60453
1738	Nicholas	Murray	Consumer	Detroit	EE. UU.	MI	1915 Thunder Hickory Freeway	48213
1622	Mary	Smith	Consumer	Alhambra	EE. UU.	PR	1098 Fallen By-pass	91801
1325	Gregory	Nelson	Consumer	New Haven	EE. UU.	PR	8271 Foggy Horse Inlet	6511
5505	Joseph	Matthews	Consumer	North Tonawanda	EE. UU.	PR	3046 Broad Sky Dale	14120
4210	Matthew	Roach	Consumer	Phoenix	EE. UU.	PR	1200 Silent Bend	85029
11229	Diane	Smith	Consumer	Kenner	EE. UU.	PR	8768 Shady Arbor	70065
9385	Andrew	Whitehead	Consumer	Washington	EE. UU.	PR	3361 Little Ledge	15301
900	George	Smith	Consumer	Holland	EE. UU.	PR	2088 Emerald Downs	49423
6217	Roger	Black	Consumer	Morrisville	EE. UU.	PR	5263 Middle Road	19067
9466	Mary	Smith	Consumer	Memphis	EE. UU.	TN	7111 Cotton Blossom Estates	38128
4596	Mary	Burns	Consumer	Federal Way	EE. UU.	PR	9419 Cinder Hickory Towers	98023
5206	Mary	Palmer	Consumer	San Diego	EE. UU.	CA	4212 Cozy Corners	92113
2823	Danielle	Smith	Consumer	Chicago	EE. UU.	IL	3614 Misty Mall 	60626
10408	Sandra	Smith	Consumer	Los Angeles	EE. UU.	CA	8706 Harvest Green	90027
11011	Mary	Mullins	Consumer	Bronx	EE. UU.	NY	3193 Gentle Circuit	10457
40	Mary	Smith	Consumer	Long Beach	EE. UU.	PR	7358 Rocky Villas	90805
11636	Patrick	Browning	Consumer	Chicago	EE. UU.	IL	112 Green Fawn Estates	60637
9120	Terry	Trujillo	Home Office	Caguas	Puerto Rico	PR	5763 Green Crossing	725
12221	Betty	Sanchez	Home Office	Caguas	Puerto Rico	PR	5913 Easy Quail Wynd	725
9415	Mary	Joyce	Home Office	Caguas	Puerto Rico	PR	7910 Cotton Branch Highway	725
10018	Gregory	Rodriguez	Home Office	Caguas	Puerto Rico	PR 	1632 Green Fawn Corners	725
54	Mary	Olson	Home Office	Caguas	Puerto Rico	PR 	7333 Cinder Way	725
542	Mary	Smith	Home Office	Caguas	Puerto Rico	PR 	2991 Silent Deer Landing	725
724	Lawrence	Mclaughlin	Home Office	Caguas	Puerto Rico	PR	7291 Shady Nectar Cape	725
8897	Stephen	Blackburn	Home Office	Caguas	Puerto Rico	PR	9825 Colonial Freeway	725
7112	Mark	Harris	Home Office	Caguas	Puerto Rico	PR	2534 Easy Carrefour	725
10018	Gregory	Rodriguez	Home Office	Caguas	Puerto Rico	PR 	1632 Green Fawn Corners	725
1086	Mary	Smith	Home Office	Caguas	Puerto Rico	PR	1914 Iron Berry Edge	725
7112	Mark	Harris	Home Office	Caguas	Puerto Rico	PR	2534 Easy Carrefour	725
2916	Cynthia	Nelson	Home Office	Caguas	Puerto Rico	PR	3200 Amber Pine Vale	725
11329	Hannah	Smith	Home Office	Caguas	Puerto Rico	PR	5086 Emerald Fox Farms	725
7112	Mark	Harris	Home Office	Caguas	Puerto Rico	PR	2534 Easy Carrefour	725
2439	Mary	Smith	Home Office	Caguas	Puerto Rico	MD	7173 Fallen Vista	725
6416	Mary	Smith	Home Office	Caguas	Puerto Rico	PR 	2915 Quaking Pathway	725
6310	Jerry	Deleon	Home Office	Caguas	Puerto Rico	CA	772 Rustic Lagoon Crossing	725
9029	Mary	Bryan	Home Office	Caguas	Puerto Rico	PR	285 Crystal Circuit	725
295	Julie	Tanner	Home Office	Caguas	Puerto Rico	CA	8172 Gentle Elk Beach	725
9011	Mary	Smith	Home Office	Caguas	Puerto Rico	 PR	5959 Harvest Forest Boulevard	725
6416	Mary	Smith	Home Office	Caguas	Puerto Rico	PR 	2915 Quaking Pathway	725
3570	Mary	Nelson	Home Office	Caguas	Puerto Rico	PR 	3909 Hidden Treasure Beach	725
1577	Mary	Smith	Home Office	Caguas	Puerto Rico	NY	5274 Hidden Mall 	725
1086	Mary	Smith	Home Office	Caguas	Puerto Rico	PR	1914 Iron Berry Edge	725
1568	Mary	Larson	Home Office	Caguas	Puerto Rico	OH	9494 Bright Stead	725
3570	Mary	Nelson	Home Office	Caguas	Puerto Rico	PR 	3909 Hidden Treasure Beach	725
9029	Mary	Bryan	Home Office	Caguas	Puerto Rico	PR	285 Crystal Circuit	725
9047	Jordan	Medina	Home Office	Caguas	Puerto Rico	NY	5943 Dewy Autoroute	725
724	Lawrence	Mclaughlin	Home Office	Caguas	Puerto Rico	PR	7291 Shady Nectar Cape	725
9120	Terry	Trujillo	Home Office	Caguas	Puerto Rico	PR	5763 Green Crossing	725
7603	Kevin	Smith	Home Office	Caguas	Puerto Rico	CA	4103 Rocky View Harbour	725
1566	Mary	Simon	Consumer	Caguas	Puerto Rico	PR	7595 Cotton Log Row	725
2918	Mary	Myers	Consumer	Caguas	Puerto Rico	PR 	2519 Cinder Orchard	725
1491	Joyce	Smith	Consumer	Caguas	Puerto Rico	ID	164 Stony Field	725
14915	Octavia	French	Consumer	Caguas	Puerto Rico	TX	9126 Wishing Expressway	725
9619	Mary	Smith	Consumer	Caguas	Puerto Rico	CA	190 Heather View	725
1566	Mary	Simon	Consumer	Caguas	Puerto Rico	PR	7595 Cotton Log Row	725
778	John	Buckley	Consumer	Caguas	Puerto Rico	PR	9598 Cinder Close	725
2363	Mary	Frazier	Consumer	Caguas	Puerto Rico	PR	5700 Little Circle	725
5898	Emily	Jacobs	Consumer	Caguas	Puerto Rico	TX	3980 High Line	725
1948	Peter	Smith	Consumer	Caguas	Puerto Rico	CA	5953 Broad Close	725
1820	Mary	Hill	Consumer	Caguas	Puerto Rico	CA	8370 Golden Goose Place	725
14770	Kelsie	Tate	Consumer	Caguas	Puerto Rico	AZ	4369 Bright Log Estates	725
1962	Marie	Smith	Consumer	Caguas	Puerto Rico	PR	1794 High Diversion	725
7175	Judy	Webb	Consumer	Caguas	Puerto Rico	PR 	2861 Velvet Pointe	725
1222	Michael	Garcia	Consumer	Caguas	Puerto Rico	PR	9026 Little Avenue	725
487	Kenneth	Brown	Consumer	Caguas	Puerto Rico	PR	6183 Little Passage	725
2217	Mary	Martinez	Consumer	Caguas	Puerto Rico	NC	6232 Red Rise Rise	725
2918	Mary	Myers	Consumer	Caguas	Puerto Rico	PR 	2519 Cinder Orchard	725
14824	Jaime	Todd	Consumer	Caguas	Puerto Rico	CA	1395 Cozy River Carrefour	725
778	John	Buckley	Consumer	Caguas	Puerto Rico	PR	9598 Cinder Close	725
2363	Mary	Frazier	Consumer	Caguas	Puerto Rico	PR	5700 Little Circle	725
2078	Roger	Morales	Consumer	San Juan	Puerto Rico	PR	1655 Sleepy Pine Common	921
10497	Justin	Pena	Consumer	Caguas	Puerto Rico	IL	7869 Round Cider Square	725
4695	Hannah	Guerra	Consumer	Caguas	Puerto Rico	IN	911 Rustic Round	725
487	Kenneth	Brown	Consumer	Caguas	Puerto Rico	PR	6183 Little Passage	725
9857	Lawrence	Deleon	Consumer	Caguas	Puerto Rico	PR	4780 Cinder Treasure Highway	725
2168	Mary	Reynolds	Consumer	Caguas	Puerto Rico	CA	4854 Tawny Cove	725
487	Kenneth	Brown	Consumer	Caguas	Puerto Rico	PR	6183 Little Passage	725
4078	Mary	Gallegos	Consumer	Caguas	Puerto Rico	PR	4393 Pleasant Pioneer Avenue	725
11887	Christopher	Smith	Consumer	Caguas	Puerto Rico	NY	5131 Hazy Dale Parade	725
6588	Mary	Smith	Consumer	Caguas	Puerto Rico	PR 	1116 Silent Crest	725
7167	Harold	Medina	Consumer	Caguas	Puerto Rico	PR 	9539 Velvet Trace	725
1459	Mary	Smith	Consumer	Caguas	Puerto Rico	PR 	4485 Noble Fawn Highway	725
548	Ryan	Horton	Consumer	Caguas	Puerto Rico	PR 	9022 Foggy Dell	725
5224	Jane	Green	Consumer	Caguas	Puerto Rico	PR 	3796 Rustic Autoroute	725
6588	Mary	Smith	Consumer	Caguas	Puerto Rico	PR 	1116 Silent Crest	725
2686	Mary	Coffey	Consumer	Caguas	Puerto Rico	PR 	8497 Emerald Grove Pines	725
468	Mary	Stone	Consumer	Caguas	Puerto Rico	PR 	4791 Harvest Quail Limits	725
8456	Mary	Smith	Consumer	Caguas	Puerto Rico	PR 	9198 Rocky Run	725
1260	Kelly	Calderon	Consumer	Caguas	Puerto Rico	PR 	6567 High Lagoon Heath	725
3050	Mary	Smith	Consumer	Caguas	Puerto Rico	PR 	7885 Misty Knoll	725
10308	Mary	Smith	Consumer	Caguas	Puerto Rico	PR 	1612 Golden Willow Crest	725
6428	Mary	Smith	Consumer	Caguas	Puerto Rico	PR 	3567 Heather Knoll	725
387	Mary	Levy	Consumer	Caguas	Puerto Rico	PR 	9460 Hidden Landing	725
2270	Mary	Smith	Consumer	Caguas	Puerto Rico	PR 	9297 Burning Extension	725
482	Megan	Moreno	Consumer	Caguas	Puerto Rico	PR	1591 Foggy Meadow	725
1956	Mary	Clay	Consumer	Caguas	Puerto Rico	PR	555 Colonial Butterfly Highway	725
7466	Mary	Warren	Consumer	Caguas	Puerto Rico	PR	139 Little Bear Chase	725
8224	Edward	Chang	Consumer	Caguas	Puerto Rico	PR	1285 Noble Pointe	725
6365	Mary	Smith	Consumer	Caguas	Puerto Rico	PR	100 Jagged Cloud Pathway	725
3490	Mary	Smith	Consumer	Caguas	Puerto Rico	PR	1132 Harvest Front	725
1596	John	Hammond	Consumer	Caguas	Puerto Rico	PR	7094 Misty Wynd	725
9857	Lawrence	Deleon	Consumer	Caguas	Puerto Rico	PR	4780 Cinder Treasure Highway	725
3969	Carl	Smith	Consumer	Vega Baja	Puerto Rico	PR	7774 Dewy Line	693
9342	Teresa	Grant	Consumer	Caguas	Puerto Rico	PR	3684 Old River Crossing	725
2028	Cynthia	Smith	Consumer	Caguas	Puerto Rico	PR	2762 Umber Cloud Glen	725
3940	Mary	Smith	Consumer	Caguas	Puerto Rico	PR	7258 Burning Dale Mountain	725
8293	Nathan	Mahoney	Consumer	Caguas	Puerto Rico	PR	3593 Blue Brook Acres	725
9962	Diana	Smith	Consumer	Caguas	Puerto Rico	PR	1475 Red Creek Stead	725
8098	Mary	Smith	Consumer	Caguas	Puerto Rico	PR	7761 Silent Hickory Drive	725
8348	Mary	Maddox	Consumer	Caguas	Puerto Rico	PR	4703 Old Route	725
653	Jason	Haas	Consumer	Caguas	Puerto Rico	PR	9420 Velvet Lagoon Trail	725
8645	Andrew	Johnston	Consumer	Caguas	Puerto Rico	PR	2337 Indian Inlet	725
1275	Amanda	Smith	Consumer	Caguas	Puerto Rico	PR	7190 Silver Horse Glade	725
11189	Mary	Hammond	Consumer	Caguas	Puerto Rico	PR	3760 Stony Promenade	725
5988	Melissa	Miller	Consumer	Caguas	Puerto Rico	PR	5434 Grand Common	725
8098	Mary	Smith	Consumer	Caguas	Puerto Rico	PR	7761 Silent Hickory Drive	725
9726	Steven	Smith	Consumer	Caguas	Puerto Rico	PR	4097 Middle Spring Centre	725
5113	Judith	Osborne	Consumer	Caguas	Puerto Rico	PR	8924 Easy Treasure Nook	725
9726	Steven	Smith	Consumer	Caguas	Puerto Rico	PR	4097 Middle Spring Centre	725
482	Megan	Moreno	Consumer	Caguas	Puerto Rico	PR	1591 Foggy Meadow	725
8645	Andrew	Johnston	Consumer	Caguas	Puerto Rico	PR	2337 Indian Inlet	725
7202	Beverly	Smith	Consumer	Caguas	Puerto Rico	PR	3506 Heather Berry Round	725
1173	Mary	Silva	Consumer	Caguas	Puerto Rico	PR	7800 Hazy Lake Acres	725
1275	Amanda	Smith	Consumer	Caguas	Puerto Rico	PR	7190 Silver Horse Glade	725
9726	Steven	Smith	Consumer	Caguas	Puerto Rico	PR	4097 Middle Spring Centre	725
9726	Steven	Smith	Consumer	Caguas	Puerto Rico	PR	4097 Middle Spring Centre	725
13597	Sara	Mejia	Consumer	Caguas	Puerto Rico	PR	4520 Quiet Grounds	725
1566	Mary	Simon	Consumer	Caguas	Puerto Rico	PR	7595 Cotton Log Row	725
4047	Marilyn	Potter	Consumer	Caguas	Puerto Rico	PR	1155 Cotton Inlet	725
6594	Rebecca	Austin	Consumer	Caguas	Puerto Rico	PR	896 Thunder Knoll	725
3940	Mary	Smith	Consumer	Caguas	Puerto Rico	PR	7258 Burning Dale Mountain	725
1186	Mary	Soto	Consumer	Caguas	Puerto Rico	PR	472 Cinder Sky Farm	725
9726	Steven	Smith	Consumer	Caguas	Puerto Rico	PR	4097 Middle Spring Centre	725
4279	Jack	Meyer	Consumer	Caguas	Puerto Rico	CA	6080 Old Bay	725
4151	Mary	Smith	Consumer	Caguas	Puerto Rico	CA	4251 Sleepy View Alley	725
14848	Karina	Harper	Consumer	Caguas	Puerto Rico	DC	432 Dusty Glen	725
4697	Kathryn	Singh	Consumer	Caguas	Puerto Rico	FL	6774 Noble Branch Knoll	725
3940	Mary	Smith	Consumer	Caguas	Puerto Rico	PR	7258 Burning Dale Mountain	725
5887	Mary	Peters	Consumer	Caguas	Puerto Rico	CA	9494 Bright Stead	725
12019	Mary	Walters	Consumer	Los Angeles	EE. UU.	CA	5571 Rocky Knoll	90037
10549	Mary	Atkinson	Consumer	Baltimore	EE. UU.	MD	8773 Colonial Shadow Maze	21206
4909	Mary	Smith	Consumer	Phoenix	EE. UU.	TX	1606 Rocky Shadow Ledge	85035
5854	Mary	Smith	Consumer	Fullerton	EE. UU.	MA	5803 Umber Meadow	92833
3066	Mary	Smith	Consumer	Baltimore	EE. UU.	MD	1221 High Crest	21218
11431	Willie	Sanders	Consumer	Sacramento	EE. UU.	OH	5098 Lazy Pathway	95823
9906	Richard	Smith	Consumer	Chicago	EE. UU.	IL	3957 Emerald Spring Nook	60614
2048	Mary	Wolf	Consumer	Greensboro	EE. UU.	CA	3977 Colonial Towers	27410
3071	Mary	Meadows	Consumer	San Jose	EE. UU.	CA	5835 Harvest Vista	95127
11065	Aaron	Smith	Consumer	New York	EE. UU.	NY	5493 Burning Horse Heath	10031
394	David	Smith	Consumer	Lakewood	EE. UU.	CA	1449 Red Cove	44107
9906	Richard	Smith	Consumer	Chicago	EE. UU.	IL	3957 Emerald Spring Nook	60614
5707	Kathy	Sampson	Consumer	Hamilton	EE. UU.	TN	2056 Misty Grove Rise	45011
10549	Mary	Atkinson	Consumer	Baltimore	EE. UU.	MD	8773 Colonial Shadow Maze	21206
2682	Cynthia	Miller	Consumer	Roseburg	EE. UU.	OH	5430 Burning Rise Route	97470
467	James	Smith	Consumer	Modesto	EE. UU.	TX	6324 Golden Line	95350
10577	Jennifer	Fuentes	Consumer	New York	EE. UU.	NY	5659 Shady Cloud Port	10003
10577	Jennifer	Fuentes	Consumer	New York	EE. UU.	NY	5659 Shady Cloud Port	10003
3471	Mary	Franco	Consumer	New Bedford	EE. UU.	NJ	1214 Dusty Crescent	2740
3535	Betty	Rodgers	Consumer	Encinitas	EE. UU.	WV	1795 Fallen Corners	92024
11715	Mary	Smith	Consumer	San Jose	EE. UU.	NY	9761 Quaking Acres	95116
9814	Daniel	Smith	Consumer	Rome	EE. UU.	IL	6115 Clear River Key	13440
4848	Jennifer	Morgan	Consumer	Watsonville	EE. UU.	GA	1985 Sunny Manor	95076
569	Mary	Frye	Consumer	Meridian	EE. UU.	CA	4834 Easy Terrace	83642
5749	Mary	Smith	Consumer	Houston	EE. UU.	TX	6058 Fallen Walk	77084
4460	Mary	Smith	Consumer	Los Angeles	EE. UU.	CA	3200 Amber Bend	90027
6506	Anna	Bailey	Consumer	Brooklyn	EE. UU.	NY	1773 Amber Walk	11229
6050	Rebecca	Arnold	Consumer	Endicott	EE. UU.	NJ	8775 Wishing Pony Byway	13760
3246	Lori	Burns	Consumer	San Jose	EE. UU.	TX	4845 Thunder Embers Hollow	95148
2364	Thomas	Whitney	Consumer	Katy	EE. UU.	CA	906 Green Treasure Limits	77450
12216	Ann	Deleon	Consumer	Visalia	EE. UU.	OR	7191 Jagged Avenue	93277
4460	Mary	Smith	Consumer	Los Angeles	EE. UU.	CA	3200 Amber Bend	90027
11388	Mary	Rangel	Consumer	Lancaster	EE. UU.	MN	2395 Misty Carrefour	93535
7521	Mary	Ortega	Consumer	York	EE. UU.	PA	4196 Noble Beacon Mews	17402
1628	Benjamin	Smith	Consumer	Phoenix	EE. UU.	PR 	516 Dewy Bluff Swale	85022
7222	Jesse	Stein	Consumer	Lompoc	EE. UU.	PR 	2225 Crystal Beach	93436
5929	Mary	Shepherd	Consumer	Miami	EE. UU.	PR 	18 Golden Point	33186
6123	Mary	Anderson	Consumer	York	EE. UU.	PA	9540 Little Vista	17404
587	Patrick	Smith	Consumer	Ogden	EE. UU.	PR 	7814 Colonial Autumn Line	84404
1240	Mary	Warner	Consumer	Raleigh	EE. UU.	PR 	2538 Quaking Hills Ramp	27610
8806	Amber	Diaz	Consumer	Virginia Beach	EE. UU.	PR 	6174 Bright Vista	23455
341	Mary	Smith	Consumer	Carlsbad	EE. UU.	PR 	141 Dewy Plaza	92009
3064	Sandra	Smith	Consumer	Hacienda Heights	EE. UU.	PR 	3922 Grand Crescent	91745
10614	James	Smith	Consumer	Union City	EE. UU.	PR 	1870 Crystal Blossom Towers	7087
10563	Mary	Smith	Consumer	Hollywood	EE. UU.	PR	8093 Old Autumn Green	33023
11002	Alexander	Smith	Consumer	Bolingbrook	EE. UU.	PR	7658 Hazy Mountain Plaza	60440
11486	Mary	Smith	Consumer	West Lafayette	EE. UU.	PR	8153 Golden Timber Parkway	47906
1759	Mary	Barnett	Consumer	Astoria	EE. UU.	PR	1040 Quaking Mountain Heath	11103
10659	Barbara	Beck	Consumer	Newark	EE. UU.	PR	4770 Hidden Heath	7105
8899	Cynthia	Brown	Consumer	San Jose	EE. UU.	PR	4110 Hidden Private	95127
3315	Andrew	Butler	Consumer	Woodbridge	EE. UU.	PR	8212 Broad Circle	22192
10051	Kathryn	Smith	Consumer	Weslaco	EE. UU.	PR	9188 Red Highway	78596
6402	Mary	Frazier	Consumer	Jamaica	EE. UU.	PR	4599 Grand Route	11432
8707	Lisa	Smith	Home Office	Caguas	Puerto Rico	PR	7208 Bright Landing	725
1025	Megan	Todd	Home Office	Caguas	Puerto Rico	PR	1393 Umber Sky Estates	725
8831	Mary	Smith	Home Office	Caguas	Puerto Rico	PR	8165 Red Lane	725
10679	Mary	Smith	Home Office	Caguas	Puerto Rico	PR	331 Grand Orchard	725
5007	Mary	Smith	Home Office	Caguas	Puerto Rico	PR	2264 Thunder Abbey	725
5007	Mary	Smith	Home Office	Caguas	Puerto Rico	PR	2264 Thunder Abbey	725
9854	Mary	Smith	Home Office	Caguas	Puerto Rico	PR	9082 Merry Lookout	725
376	Grace	Sanchez	Home Office	Caguas	Puerto Rico	PR	6468 Fallen Close	725
5417	Dennis	Meyer	Home Office	Caguas	Puerto Rico	PR	7342 Hidden Walk	725
10759	Douglas	Smith	Home Office	Caguas	Puerto Rico	PR	577 Rustic Nectar Row	725
8541	Mary	Smith	Home Office	Caguas	Puerto Rico	PR	5700 Little Circle	725
10679	Mary	Smith	Home Office	Caguas	Puerto Rico	PR	331 Grand Orchard	725
3752	Mary	Vega	Home Office	Caguas	Puerto Rico	PR	7840 Umber Sky Villas	725
4673	Wayne	Hodges	Home Office	Caguas	Puerto Rico	PR	7509 Iron Concession	725
5367	Mary	Mccormick	Home Office	Caguas	Puerto Rico	PR	2199 Silver Autumn Key	725
5367	Mary	Mccormick	Home Office	Caguas	Puerto Rico	PR	2199 Silver Autumn Key	725
10485	Mary	Smith	Home Office	Caguas	Puerto Rico	PR	9470 Shady View Bend	725
9272	Ronald	Blackwell	Home Office	Caguas	Puerto Rico	PR	9366 Silent Nectar Highway	725
647	Mary	Rios	Consumer	Caguas	Puerto Rico	PR	4167 Stony Extension	725
6398	Tammy	Smith	Consumer	Caguas	Puerto Rico	PR	7370 Sleepy Way	725
4209	Mary	Lara	Consumer	Caguas	Puerto Rico	PR	1613 Broad Beach	725
8917	Mary	Smith	Consumer	Caguas	Puerto Rico	PR	4992 Jagged Forest Subdivision	725
7784	Mary	Smith	Consumer	Caguas	Puerto Rico	PR	3216 Red Glade	725
1425	Christina	Harvey	Consumer	Caguas	Puerto Rico	PR	3481 Crystal Campus	725
2737	Mary	Smith	Consumer	Caguas	Puerto Rico	PR	5424 Rustic Anchor Boulevard	725
6428	Mary	Smith	Consumer	Caguas	Puerto Rico	PR 	3567 Heather Knoll	725
6543	Alexander	Smith	Consumer	Caguas	Puerto Rico	PR	7958 Thunder Apple Street	725
3990	Sandra	Smith	Consumer	Guayama	Puerto Rico	PR	6496 Harvest Highlands	784
8524	Ruth	Farrell	Consumer	Caguas	Puerto Rico	PR	1453 Lazy Cider Hill	725
9204	Mary	Harris	Consumer	Caguas	Puerto Rico	PR	8713 Quaking Abbey	725
11761	Lauren	Coleman	Consumer	Caguas	Puerto Rico	PR	1285 Noble Pointe	725
9554	Mary	Hayes	Consumer	Caguas	Puerto Rico	PR	6314 Honey Canyon	725
5118	Mary	Smith	Consumer	Caguas	Puerto Rico	PR	1388 Blue Turnabout	725
5506	Gregory	Smith	Consumer	Caguas	Puerto Rico	PR	1122 Old Fox Lookout	725
1423	Mary	Day	Consumer	Caguas	Puerto Rico	PR	257 Iron Elk Maze	725
138	Mary	Dawson	Consumer	Caguas	Puerto Rico	PR	9544 Noble Spring Route	725
6360	Mary	Phillips	Consumer	Caguas	Puerto Rico	PR	7094 Misty Wynd	725
2053	Ronald	Smith	Consumer	Caguas	Puerto Rico	PR	1025 Colonial Plaza	725
10344	Mary	Smith	Consumer	Juana Diaz	Puerto Rico	CA	2839 Grand Timber Canyon	795
6398	Tammy	Smith	Consumer	Caguas	Puerto Rico	PR	7370 Sleepy Way	725
3375	Mary	Sanchez	Consumer	Caguas	Puerto Rico	CA	6174 Wishing Front	725
1339	Melissa	Mack	Consumer	Caguas	Puerto Rico	MI	9447 Dusty Gate Centre	725
6543	Alexander	Smith	Consumer	Caguas	Puerto Rico	PR	7958 Thunder Apple Street	725
3990	Sandra	Smith	Consumer	Guayama	Puerto Rico	PR	6496 Harvest Highlands	784
7247	Mary	Smith	Consumer	Caguas	Puerto Rico	HI	6401 Shady Embers Farms	725
1273	Maria	Evans	Consumer	Caguas	Puerto Rico	NY	595 Indian Path	725
6277	Eugene	Smith	Consumer	Caguas	Puerto Rico	NY	1820 Noble Elk Harbour	725
7701	James	Lawson	Consumer	Caguas	Puerto Rico	PR 	1577 Green Vista	725
4126	John	Stokes	Consumer	Caguas	Puerto Rico	PR	9920 Little Lane	725
9528	Mary	Flores	Consumer	Caguas	Puerto Rico	MN	3089 Gentle Horse Chase	725
1853	Mary	Austin	Consumer	Caguas	Puerto Rico	PR 	4090 Colonial End	725
11149	Roy	Smith	Consumer	Caguas	Puerto Rico	PR 	4601 Amber Grove Hollow	725
5828	Katherine	Oconnell	Consumer	Caguas	Puerto Rico	PR 	2127 Middle Goose Mews	725
6887	Mary	Smith	Consumer	Caguas	Puerto Rico	PR 	8840 Harvest Towers	725
4781	Janet	Smith	Consumer	Caguas	Puerto Rico	PR 	8617 Cinder Mountain Forest	725
10668	Mary	Smith	Consumer	Caguas	Puerto Rico	PR 	5087 Crystal Hills Manor	725
5421	Mary	Carlson	Consumer	Caguas	Puerto Rico	PR 	1548 Lazy Place	725
10200	Nicole	Smith	Consumer	Caguas	Puerto Rico	PR 	9009 Merry Nectar Heights	725
11254	Sharon	Smith	Consumer	Caguas	Puerto Rico	PR 	4316 Misty Way	725
11106	Mary	Navarro	Consumer	Caguas	Puerto Rico	PR	6324 Lazy Lane	725
8456	Mary	Smith	Consumer	Caguas	Puerto Rico	PR 	9198 Rocky Run	725
6149	Matthew	Bush	Consumer	Caguas	Puerto Rico	PR	5736 Heather Byway	725
1473	Anthony	Young	Consumer	Caguas	Puerto Rico	PR	7334 Umber Expressway	725
7454	Andrew	Kim	Corporate	West Covina	EE. UU.	PR	7094 Round Carrefour	91790
5138	William	Rivera	Corporate	Ventura	EE. UU.	PR	3367 Easy Pines	93003
8696	Mary	Pope	Corporate	Washington	EE. UU.	PR	4776 Crystal River Stead	20009
2329	Mary	Smith	Corporate	Valrico	EE. UU.	CA	7312 Umber Prairie Wynd	33594
12431	Mary	Rios	Corporate	Kaneohe	EE. UU.	MI	1221 Cinder Pines	96744
